,PC1,PC2
A100ZZMPU68O91,0.0,0.0
A1010351JR0VT7P51EW1,0.0,0.0
A10103MJIKKIFE,0.0,0.0
A10104D3OQWS9E,0.0,0.0
A10105075OBZBWN2B0Q2,0.0,0.0
A10109KE0U63H5,0.0,0.0
A1010ASHBYRVEE,0.0,0.0
A1010CHKPMJGZ4,0.0,0.0
A1010CYOJWHJVM,0.0,0.0
A1010IBKZX0D6D,0.0,0.0
A1010JPLI7HH79,0.0,0.0
A1010KLESCXFGZ,0.0,0.0
A1010S7JNB1393,0.0,0.0
A1010TKT1JLMVM,0.0,0.0
A1010TPMY2DP5I,0.0,0.0
A1010ULHWQBWKP,0.0,0.0
A1010WTD4DKJ8J,0.0,0.0
A1010X2UQDO68,0.0,0.0
A1010YO0O5CR46,0.0,0.0
A1010ZQSX03IXF,0.0,0.0
A1011063ZONUE6GC0C1W,0.0,0.0
A101106NCVB9BX,0.0,0.0
A10110TSGMT7OJ,0.0,0.0
A10117DEZX2MIA,0.0,0.0
A1011AF56LR6F5,0.0,0.0
A1011C3M6DEUIQ,0.0,0.0
A1011CAQFGGP50,0.0,0.0
A1011CHX6C74C,0.0,0.0
A1011GTNKS7H4J,0.0,0.0
A1011K9HEH0RO4,0.0,0.0
A1011L1K5T7PKM,0.0,0.0
A1011NC7WBLBEF,0.0,0.0
A1011NWX9V5O5D,0.0,0.0
A1011OB3OECJ72,0.0,0.0
A1011PTTWQBR2O,0.0,0.0
A1011QRXWEMPWS,0.0,0.0
A1011QZKRTXHER,0.0,0.0
A1011RKR9982NO,0.0,0.0
A1011TQUAC56W5,0.0,0.0
A1011Z4K4WL7AA,0.0,0.0
A1011ZAQIBZ4TH,0.0,0.0
A101239LTGLTEW,0.0,0.0
A1012673O0K3XFIB2ROK,0.0,0.0
A10127PO636AS0,0.0,0.0
A10128LOGHVPT2,0.0,0.0
A1012BBK59BWDU,0.0,0.0
A1012BMMPVPTPR,0.0,0.0
A1012BQP9AWNJI,0.0,0.0
A1012EPWNQG4HM,0.0,0.0
A1012F9WFJ0X8N,0.0,0.0
A1012GYHQLU614,0.0,0.0
A1012K3Y06CEDE,0.0,0.0
A1012N48J0Z65N,0.0,0.0
A1012OF6DRH334,0.0,0.0
A1012OMLEA1XE4,0.0,0.0
A1012RV6E80TC5,0.0,0.0
A1012U386DB6VR,0.0,0.0
A1012W4UZ107RL,0.0,0.0
A1012X402K0JMZ,0.0,0.0
A1012XMR5BTD1D,0.0,0.0
A1012Y7N3QRG8B,0.0,0.0
A1012YAEQHDGCC,0.0,0.0
A1012YW5XXK71D,0.0,0.0
A1012ZODBQMBW,0.0,0.0
A1012ZRZ1BOPG9,0.0,0.0
A10131KMQ868AA,0.0,0.0
A10133XXZIOK07,0.0,0.0
A10134MCL7LW88,0.0,0.0
A10134MDC43X17,0.0,0.0
A10136F584ON6C,0.0,0.0
A1013753BW4DFQ85NY9T,0.0,0.0
A10137E7UTQF1O,0.0,0.0
A10138B53SCDXB,0.0,0.0
A1013AAK0VDW7V,0.0,0.0
A1013F2DBMJ1LV,0.0,0.0
A1013GSHEXN77I,0.0,0.0
A1013KV0M2SOSY,0.0,0.0
A1013N8XZ7HQ4W,0.0,0.0
A1013PNEKMUP6Z,0.0,0.0
A1013Q9SD2KIE1,0.0,0.0
A1013QCPS35048,0.0,0.0
A1013S9LB6PYVF,0.0,0.0
A1013VGDLF1Q1B,0.0,0.0
A1013Z7XTTWAUK,0.0,0.0
A10141YO3IJQ1B,0.0,0.0
A10145I35346KT,0.0,0.0
A10147GOND6FDH,0.0,0.0
A10147PBXZSJ2J,0.0,0.0
A10148HVU9N7T1,0.0,0.0
A10149S8785X5C,0.0,0.0
A1014D70DI22P4,0.0,0.0
A1014EBNT62MP7,0.0,0.0
A1014EF7Q6JKT3,0.0,0.0
A1014GV5VQH07M,0.0,0.0
A1014HNEZZR87V,0.0,0.0
A1014J7JF6C2MY,0.0,0.0
A1014RFAFWDQJV,0.0,0.0
A1014RP07B7DPV,0.0,0.0
A1014SWK6F1XDR,0.0,0.0
A1014UJJVKGMW2,0.0,0.0
A1014WXG43VBRE,0.0,0.0
A1014YFJ38LVPL,0.0,0.0
A1014ZOAQISFEO,0.0,0.0
A10150WGG9660E,0.0,0.0
A1015267UE7CFRYNLT5E,0.0,0.0
A10152TQ5O3ADS,0.0,0.0
A101541I8ZCSRU,0.0,0.0
A101541IP4XE51,0.0,0.0
A1015560ZFJ26J,0.0,0.0
A10155BU1RINE6,0.0,0.0
A10158Q09J38J7,0.0,0.0
A1015985KLNIXQ7OLJ8U,0.0,0.0
A1015F29LGPJ5,0.0,0.0
A1015FXFCOUNAZ,0.0,0.0
A1015NQH3GASBM,0.0,0.0
A1015VA5TF1F7E,0.0,0.0
A1015VYFU4LMNM,0.0,0.0
A1015X1FQJWP9C,0.0,0.0
A1015XUFBV5BEO,0.0,0.0
A1015YNG484O6W,0.0,0.0
A101600OU7E6NK,0.0,0.0
A10161FN0T6GBR,0.0,0.0
A10162E743Q7GJ,0.0,0.0
A10162VDNSOH1G,0.0,0.0
A10164KXZ5Q4IN,0.0,0.0
A10166LWGDIREU,0.0,0.0
A10167IBTFMP9W,0.0,0.0
A10167LF6PNMVW,0.0,0.0
A10167ZNSVO2L2,0.0,0.0
A1016846ARLR5D,0.0,0.0
A10168JV8K4VC3,0.0,0.0
A10169B1F7EQ9T,0.0,0.0
A10169ZRHBRUOS,0.0,0.0
A1016C7EL14V1M,0.0,0.0
A1016DX7QKYBDC,0.0,0.0
A1016H74JAZA3R,0.0,0.0
A1016KUT34PNBP,0.0,0.0
A1016L70SCVNQK,0.0,0.0
A1016MYYF5QSTY,0.0,0.0
A1016ONVK5FC92,0.0,0.0
A1016Q5UDME15Z,0.0,0.0
A1016RFW7UO7W9,0.0,0.0
A1016RLR7UDEOE,0.0,0.0
A1016RXFQCG8T5,0.0,0.0
A1016YRB7E9DJ4,0.0,0.0
A1016Z89IM29SK,0.0,0.0
A10172098USWXN7K8OFC,0.0,0.0
A1017239YQKL63KZ2D35,0.0,0.0
A10173YBEMKY2I,0.0,0.0
A10173YNR68M0T,0.0,0.0
A10174TSB3ZGIH,0.0,0.0
A10175AMUHOQC4,-0.6426657,0.113238804
A10175QE2NHZZZ,0.0,0.0
A10175RX57P8T6,0.0,0.0
A1017809VNQMVPPC0VRR,0.0,0.0
A10178B90BOZPH,0.0,0.0
A1017AZQCFOUND,0.0,0.0
A1017D0LJ98O6C,0.0,0.0
A1017D2W648VQN,0.0,0.0
A1017D5E687CSY,0.0,0.0
A1017FY8KGDAGS,0.0,0.0
A1017G7SEAPF3I,0.0,0.0
A1017GR802KB0Y,0.0,0.0
A1017HDAQ5BZVD,0.0,0.0
A1017HIAT16SUS,0.0,0.0
A1017LPPQC5MYT,0.0,0.0
A1017N18AY9JTE,0.0,0.0
A1017ONXO9KKZS,0.0,0.0
A1017PWWCGRCMH,0.0,0.0
A1017QGAZ436W4,0.0,0.0
A1017RYYHNUXQE,0.0,0.0
A1017T4YMQMZ1X,0.0,0.0
A1017UZIPW58F4,0.0,0.0
A1017YMGOIRVZV,0.0,0.0
A1017Z5HDBIAJ1,0.0,0.0
A10181R0F4QRQV,0.0,0.0
A101868K4KGZ8O,0.0,0.0
A10186JEPIN6HX,0.0,0.0
A10186JHV32Z2Z,0.0,0.0
A10188L34GQ7CE,0.0,0.0
A10188W5DXF1Y9,0.0,0.0
A10188ZNGYMKII,0.0,0.0
A1018BDG082EVM,0.0,0.0
A1018D502E27E6,0.0,0.0
A1018PQV0QSII7,0.0,0.0
A1018Q1SUW82ON,0.0,0.0
A1018Q8DUJVBR7,0.0,0.0
A1018R3XDDA0KP,0.0,0.0
A1018RU0PZMIA2,0.0,0.0
A1018XTA3VD3LU,0.0,0.0
A10196JRYFEQ3D,0.0,0.0
A10196OQ3XHP9A,0.0,0.0
A10196ZF8BE2GR,0.0,0.0
A10197MTAMZC8F,0.0,0.0
A101996SU8M3FA,0.0,0.0
A1019DVIQSF6AR,0.0,0.0
A1019F4WR4F2I8,0.0,0.0
A1019FYIIS2J9I,0.0,0.0
A1019GAOMX6BGY,0.0,0.0
A1019H1AVHCHLX,0.0,0.0
A1019I0OMSAA19,0.0,0.0
A1019IB75PTZII,0.0,0.0
A1019IKN26US6M,0.0,0.0
A1019RO36UVEXE,0.0,0.0
A1019RR36SZH4N,0.0,0.0
A1019T8W39LKXP,0.0,0.0
A1019U4E8TNO6X,0.0,0.0
A1019XHLIPLYCD,0.0,0.0
A1019YOG20BHDF,0.0,0.0
A101A1IUGIM1OT,0.0,0.0
A101A2G319UKKR,0.0,0.0
A101A5HAADYZMO,0.0,0.0
A101A6MFNMESEQ,0.0,0.0
A101A6V4ZQ6FFY,0.0,0.0
A101AAK80TUBW8,0.0,0.0
A101AE793KCAJF,-0.6063614,-0.0027745473
A101AELY8QWYQZ,0.0,0.0
A101AENIWYBBS0,0.0,0.0
A101AF3PWTCCFZ,0.0,0.0
A101AFHY8G9PCV,0.0,0.0
A101AHEFNUUJTD,0.0,0.0
A101AHUV365L5W,0.0,0.0
A101AIFE1GFIHS,0.0,0.0
A101AMZD9PZTDC,0.0,0.0
A101AN8WU9HDTT,0.0,0.0
A101AQU3BWHWIQ,0.0,0.0
A101AR75ZU46M1,0.0,0.0
A101ARIBEGRPY8,0.0,0.0
A101ARTQSI7ITQ,0.0,0.0
A101ATP4J3NKQM,0.0,0.0
A101AY1UDF83A2,0.0,0.0
A101AZ7KQRGHN7,0.0,0.0
A101B068T4O0Q8,0.0,0.0
A101B1UKS66EBQ,0.0,0.0
A101B2IEIOUAZH,0.0,0.0
A101B3WHVJM9YH,0.0,0.0
A101B5P2N7ZNP4,0.0,0.0
A101B5TJQQZYJB,0.0,0.0
A101B61M5UD6SS,0.0,0.0
A101B792T1YUYK,0.0,0.0
A101B798UFUIFB,0.0,0.0
A101B7QITGLF7D,0.0,0.0
A101B8IX9CPOBH,0.0,0.0
A101BCNJ4KP84O,0.0,0.0
A101BCRN0NLA12,0.0,0.0
A101BFYV02KLEU,0.0,0.0
A101BI29W4B9JM,0.0,0.0
A101BIXKMGB3T2,0.0,0.0
A101BM26FA50ZV,0.0,0.0
A101BMNNP4ZFUQ,0.0,0.0
A101BN7JCUOO3J,0.0,0.0
A101BPUBYQZ989,0.0,0.0
A101BQ530QKH4A,0.0,0.0
A101BQ8OUJOCV9,0.0,0.0
A101BQHSPH6STJ,0.0,0.0
A101BRJ89SG1IK,0.0,0.0
A101BSFGCAT38Y,0.0,0.0
A101BSYJOCUQTV,0.0,0.0
A101BT664GK4SZ,0.0,0.0
A101BV6ZX2VW5X,0.0,0.0
A101BX78LK18RP,0.0,0.0
A101BX7DD7EUZ1,0.0,0.0
A101BY9ZZ2ZZCY,0.0,0.0
A101BYG55AQE2P,0.0,0.0
A101BZT71PVZJN,0.0,0.0
A101C1PTG27TYW,0.0,0.0
A101C4V4C6TVO2,0.0,0.0
A101C57T2C0TXS,0.0,0.0
A101C7NJQAEHDA,0.0,0.0
A101C7U4P268CU,0.0,0.0
A101C814TFKH17,0.0,0.0
A101C8YPYJ29CG,0.0,0.0
A101C9BMFZDH5A,0.0,0.0
A101CAHIJMUZZ3,0.0,0.0
A101CB6PUEZP6L,0.0,0.0
A101CCLPXYOEYZ,0.0,0.0
A101CCOP91Q60F,0.0,0.0
A101CDY0ZO1WPI,0.0,0.0
A101CF0V2IOYVD,0.0,0.0
A101CHSX5A99U5,0.0,0.0
A101CIBXSGO4G2,0.0,0.0
A101CJB2WII9BG,0.0,0.0
A101CK75GKLLK4,0.0,0.0
A101CLOYI5YQLX,0.0,0.0
A101CPIUCBHTFK,0.0,0.0
A101CTFW6E8NRY,0.0,0.0
A101CTYKX584E8,0.0,0.0
A101CU2L9YWREN,0.0,0.0
A101CXFH38A1LB,0.0,0.0
A101CYVAR1YOEY,0.0,0.0
A101CZQ3TACL09,0.0,0.0
A101D3EN0NI48I,0.0,0.0
A101D557OEKPMV,0.0,0.0
A101DCJN8XHPHC,0.0,0.0
A101DCZL9UCRMP,0.0,0.0
A101DG5LS6L3HM,0.0,0.0
A101DHP9S3WMBR,0.0,0.0
A101DL1VAR32MF,0.0,0.0
A101DLE48J8BJ8,0.0,0.0
A101DM45LQW408,0.0,0.0
A101DPVWYSVWIQ,0.0,0.0
A101DQJR5UUF98,0.0,0.0
A101DQMZEW1QPQ,0.0,0.0
A101DRAPV86C7D,0.0,0.0
A101DSBEJL8G3A,0.0,0.0
A101DU1R0D761A,0.0,0.0
A101DVG0KQYBC9,0.0,0.0
A101DYHAHYHN0,0.0,0.0
A101DYHMKCGZJF,0.0,0.0
A101DZZLCY2JHF,0.0,0.0
A101E1IZ28DMRO,0.0,0.0
A101E2UWP7JJ26,0.0,0.0
A101E3KO5G1FMS,0.0,0.0
A101E4XWBCMS7H,0.0,0.0
A101E76MMGBIDY,0.0,0.0
A101E9C29Z8D0I,0.0,0.0
A101E9KRQOTNUQ,0.0,0.0
A101EANTPZIBVW,0.0,0.0
A101EF7JCCEYOY,0.0,0.0
A101ELVDUB8TQ1,0.0,0.0
A101EM2NKCVF03,0.0,0.0
A101EN4U8FLI1U,0.0,0.0
A101ENXZB75YN8,0.0,0.0
A101EOC6154SKV,0.0,0.0
A101EQ56FBXLBP,0.0,0.0
A101ERMYKFJS13,0.0,0.0
A101ESMRQQ8TUV,0.0,0.0
A101EXSHQ6CKKU,0.0,0.0
A101F0NH9ELMBM,0.0,0.0
A101F61I3H4KFE,0.0,0.0
A101F6VY7VNYKV,0.0,0.0
A101F8M8DPFOM9,0.0,0.0
A101F95TOVRD8I,0.0,0.0
A101FA6OVLTLVG,0.0,0.0
A101FH66IRVOEQ,0.0,0.0
A101FI5AIJVMQH,0.0,0.0
A101FL16CV42W9,0.0,0.0
A101FNPO9BOXNZ,0.0,0.0
A101FOA7748RRE,0.0,0.0
A101FR5F1JK5L6,0.0,0.0
A101FW1LQJEAEZ,0.0,0.0
A101FY34W89UKT,0.0,0.0
A101FZLX30BZ1T,0.0,0.0
A101G4ZGK67TR9,0.0,0.0
A101G5EVSNFA97,0.0,0.0
A101G98X0TH7AA,0.0,0.0
A101GBRPD59YIA,0.0,0.0
A101GC6W11G33Q,0.0,0.0
A101GDCFH8HGS2,0.0,0.0
A101GFPHV40IEK,0.0,0.0
A101GGYK2QJG7X,0.0,0.0
A101GHET1UG23W,0.0,0.0
A101GIAJ8JB7AZ,0.0,0.0
A101GKHGFVOMNY,0.0,0.0
A101GLTQZ1RL6X,0.0,0.0
A101GN97A47S1P,0.0,0.0
A101GNFKPGOX45,0.0,0.0
A101GPKY692QWU,0.0,0.0
A101GQYAXFQUDS,0.0,0.0
A101GRTZOS8B5G,0.0,0.0
A101GT9XA7QXUI,0.0,0.0
A101GTJ2QVHYNW,0.0,0.0
A101GTVX5BQU73,0.0,0.0
A101GU6T93ZF7V,0.0,0.0
A101GVTU7IVZ1A,0.0,0.0
A101GX9EDM85XC,0.0,0.0
A101GY7C9NZNZ,0.0,0.0
A101GZT6I6E8SV,0.0,0.0
A101H0JX3PEUPK,0.0,0.0
A101H45SIA7F30,0.0,0.0
A101H5FJGG9J42,0.0,0.0
A101H9HV3P8WNT,0.0,0.0
A101HC501S3XP8,0.0,0.0
A101HJBITZG2IW,0.0,0.0
A101HMQFX4VLYW,0.0,0.0
A101HQ96FQSS1F,0.0,0.0
A101HSD4WYC71O,0.0,0.0
A101HTVJ796BJ1,0.0,0.0
A101HW3MEASA23,0.0,0.0
A101HWRJFP0AAC,0.0,0.0
A101HWY7FKYN10,0.0,0.0
A101HX5YI33DNI,0.0,0.0
A101HZ3JJV93NU,0.0,0.0
A101I67FG2GJW3,0.0,0.0
A101I7ZNY99PDY,0.0,0.0
A101I9CUGT5OBJ,0.0,0.0
A101IBE9FRBBGV,0.0,0.0
A101IBFUZUIJVH,0.0,0.0
A101ICGKXR0H6R,0.0,0.0
A101IDSP4KZFF9,0.0,0.0
A101IGBLYDPZ1Q,0.0,0.0
A101IGU6UDKW3X,0.0,0.0
A101IHSPTB48SJ,0.0,0.0
A101IJ6VQRVQW8,0.0,0.0
A101IKC2SR3E6L,0.0,0.0
A101IKJOCKT6QI,0.0,0.0
A101IMBH3D6Z9S,0.0,0.0
A101IN9T7R3MZL,0.0,0.0
A101IOBMWAHUKG,0.0,0.0
A101IPOJK4RE7D,0.0,0.0
A101IPQA74YSOO,0.0,0.0
A101IQ5DHM6UAV,0.0,0.0
A101IQQOSTOOZO,0.0,0.0
A101IR48686HLB,0.0,0.0
A101IRO8LXXS9B,0.0,0.0
A101IVNLPLL2EC,0.0,0.0
A101IZ8C9ZVR7S,0.0,0.0
A101J059S6ST2T,0.0,0.0
A101J1P0VHPFM4,0.0,0.0
A101J2W1PSPMF7,0.0,0.0
A101J4HLQQMERQ,0.0,0.0
A101J8JX52AFBV,0.0,0.0
A101J90DC75VHW,0.0,0.0
A101J981JK0GT6,0.0,0.0
A101JCGYXVLC0G,0.0,0.0
A101JD4D9VAH10,0.0,0.0
A101JG5SM1DHL2,0.0,0.0
A101JGCFNW1XTN,0.0,0.0
A101JP6CE8UHDT,0.0,0.0
A101JP7LG99MVP,0.0,0.0
A101JRAC6MY6II,0.0,0.0
A101JSLJ3TGZAH,0.0,0.0
A101JWI7HNCKGB,0.0,0.0
A101K2ZDWS877R,0.0,0.0
A101K3A9RE7UV,0.0,0.0
A101K3AWFYMU3C,0.0,0.0
A101K5Y7KMILMD,0.0,0.0
A101KCQGPOAHND,0.0,0.0
A101KFKBP3JQBW,0.0,0.0
A101KI9DHQTH8L,0.0,0.0
A101KL2UKADVQR,0.0,0.0
A101KLSLEX6C8D,0.0,0.0
A101KNGL4QKB2H,0.0,0.0
A101KPEKO5N1W1,0.0,0.0
A101KPXMKD79ZI,0.0,0.0
A101KQ0Q8ZPKYH,0.0,0.0
A101KS2PZV0609,0.0,0.0
A101KS9Q0GE25P,0.0,0.0
A101KTBCPXHFGG,0.0,0.0
A101KTXCDFP0CD,0.0,0.0
A101KWKRNNUG5B,0.0,0.0
A101KXFASP9I5S,0.0,0.0
A101KZJPCJRHIB,0.0,0.0
A101L3HXTII0I5,0.0,0.0
A101L49TUS6AYG,0.0,0.0
A101L4HF0IZ33C,0.0,0.0
A101L6NFAWSKCN,0.0,0.0
A101LBV8HDTUKR,0.0,0.0
A101LDVR5HGHO0,0.0,0.0
A101LEB26DUS5W,0.0,0.0
A101LHNF56JY71,0.0,0.0
A101LJ42W358X,0.0,0.0
A101LJH4L0RRUL,0.0,0.0
A101LJUF06SX32,0.0,0.0
A101LQ9LJWP91Q,0.0,0.0
A101LRVM238YDD,0.0,0.0
A101LTNED21GFS,0.0,0.0
A101LW0SZVQSDH,0.0,0.0
A101LWSC3D833W,0.0,0.0
A101LXF6F3569D,0.0,0.0
A101LZR90RXVYJ,0.0,0.0
A101M0DV20772,0.0,0.0
A101M47AAUOTOO,0.0,0.0
A101M48WG2CFV8,0.0,0.0
A101M4D084LG6I,0.0,0.0
A101M8M20CEVZZ,0.0,0.0
A101M8XIFSK4H2,0.0,0.0
A101MC8RZN38DZ,0.0,0.0
A101MDT12NQPBO,0.0,0.0
A101MEZBKI3O4E,0.0,0.0
A101MG2FO05YQA,0.0,0.0
A101MGHETOLHHB,0.0,0.0
A101MJE2PP14IX,0.0,0.0
A101MJNSTQV1KO,0.0,0.0
A101MMBDCGBYBM,0.0,0.0
A101MP6RHEL1P,0.0,0.0
A101MQCRYOQ0SN,0.0,0.0
A101MQKIQSPJRC,0.0,0.0
A101MVTPDL1UX2,0.0,0.0
A101MXI2WT8EM6,0.0,0.0
A101MYPS0B3VP1,0.0,0.0
A101MZ0KRLD7G5,0.0,0.0
A101N0E30O16XY,0.0,0.0
A101N0NDWEE3D4,0.0,0.0
A101N0S8OE1HQ4,0.0,0.0
A101N3ZWOA4F2X,0.0,0.0
A101N4D8PRU6N5,0.0,0.0
A101N7IHY96TNR,0.0,0.0
A101N95O6NRPE1,0.0,0.0
A101NAQOC4E3O8,0.0,0.0
A101NCPTU91HQO,-0.6063614,-0.0027745473
A101NIB5SMQVMJ,0.0,0.0
A101NIR6UL76UW,0.0,0.0
A101NIXBQDSR51,0.0,0.0
A101NJYKW882Y0,0.0,0.0
A101NM1GDH4OPZ,0.0,0.0
A101NN42C15GRZ,0.0,0.0
A101NNJQO88DLX,0.0,0.0
A101NO3I2X6638,0.0,0.0
A101NOGC79NQY4,0.0,0.0
A101NPAJJ3114Q,0.0,0.0
A101NQTZT4S1SX,0.0,0.0
A101NRU9QBXZA2,0.0,0.0
A101NST551LIRQ,0.0,0.0
A101NUTN3GNGWM,0.0,0.0
A101NV7RTUTG7S,0.0,0.0
A101NVBPHPN031,0.0,0.0
A101NVIURHU77Z,0.0,0.0
A101NVN1GBVBL9,0.0,0.0
A101NXJQHZHIC5,0.0,0.0
A101NZ4EWORURU,0.0,0.0
A101NZ8WLYHVSN,0.0,0.0
A101O0NEB3JNLA,0.0,0.0
A101O2EQAOEWIZ,0.0,0.0
A101O5XVO312AT,0.0,0.0
A101O7SB66OK9X,0.0,0.0
A101OAAMZYWQ3U,0.0,0.0
A101OC4OKPIVHV,0.0,0.0
A101OGSDMVKBPE,0.0,0.0
A101OHZBNQV3OV,0.0,0.0
A101OIWC5UOYOC,0.0,0.0
A101OK6J3959QN,0.0,0.0
A101OMG474Q26I,0.0,0.0
A101ONEL0VSYAV,0.0,0.0
A101ONNJIR1XBI,0.0,0.0
A101OOXSS94RTZ,0.0,0.0
A101OU768W0FJA,0.0,0.0
A101OUY2QZZ0N6,0.0,0.0
A101OWUH516MDP,0.0,0.0
A101OZTU1X7X38,0.0,0.0
A101P0D66X642B,0.0,0.0
A101P1S7H0LVR0,0.0,0.0
A101P7ESOV8OJO,0.0,0.0
A101PBHC223KR9,0.0,0.0
A101PFKU9GPH4U,0.0,0.0
A101PIL0I3UZJJ,0.0,0.0
A101PILXYN9X2P,0.0,0.0
A101PLUE57KUSS,0.0,0.0
A101PMOOS939BG,0.0,0.0
A101PQ5KJW5Z0J,0.0,0.0
A101PRDYNLRPKG,0.0,0.0
A101PURW6TK18R,0.0,0.0
A101PUYGN6BQP5,0.0,0.0
A101PWHNUTVH7K,0.0,0.0
A101PWU0MM4CIC,0.0,0.0
A101PX5F1QKHIL,0.0,0.0
A101PYPZ8ASKCV,0.0,0.0
A101Q01ACJYD9E,0.0,0.0
A101Q65IUGZMRM,0.0,0.0
A101QBOS5ZHL69,0.0,0.0
A101QBOVSZ1D9R,0.0,0.0
A101QFOBHZDU61,0.0,0.0
A101QFPELOO504,0.0,0.0
A101QGMGZ9STHC,0.0,0.0
A101QHOAXJ5R4D,0.0,0.0
A101QHPWMKRWNE,0.0,0.0
A101QJ0UTQ17VL,0.0,0.0
A101QJAJJ0O25X,0.0,0.0
A101QL3M0GPBYG,0.0,0.0
A101QLM7SEX5TE,0.0,0.0
A101QQRYSWNYHY,0.0,0.0
A101QTTAS0ACF,0.0,0.0
A101QV1OY32A8N,0.0,0.0
A101QV6OJRZKEW,0.0,0.0
A101QV8PM9JY80,0.0,0.0
A101QWZGUJG4NA,0.0,0.0
A101QYDENLLF4M,0.0,0.0
A101R07LUJ2O7,0.0,0.0
A101R2PNWRP58,0.0,0.0
A101R4FFO7C1Y5,0.0,0.0
A101R51MRG7V5C,0.0,0.0
A101R53ACICXFG,0.0,0.0
A101R5YXMDQZS1,0.0,0.0
A101R6TBZQG3D2,0.0,0.0
A101R8NMCYD4F1,0.0,0.0
A101R92IW0S7VI,0.0,0.0
A101RC1LJ4AY68,0.0,0.0
A101RHMKIWMCRS,0.0,0.0
A101RJ3EQJHRQY,0.0,0.0
A101RJKMKAKHF4,0.0,0.0
A101RKN8LLEUXN,0.0,0.0
A101RLFCB8U5D8,0.0,0.0
A101RMTZ93J1KH,0.0,0.0
A101RS58WCRY7E,0.0,0.0
A101RTMQF0YLLL,0.0,0.0
A101RUD0LFCSN,0.0,0.0
A101RVTZYNL3WA,0.0,0.0
A101RVUNPQ5MBA,0.0,0.0
A101RZ3MXFTSXD,0.0,0.0
A101S1H6BY75HR,0.0,0.0
A101S1Z26DD300,0.0,0.0
A101S3Q5R35BXK,0.0,0.0
A101S4XBP0A0R9,0.0,0.0
A101SBWIAH7BO2,0.0,0.0
A101SJAIEWGKUM,0.0,0.0
A101SJO3W2TET7,0.0,0.0
A101SMZI1B7MGE,0.0,0.0
A101SNW5BRTGWD,0.0,0.0
A101SO0A0X2A2W,0.0,0.0
A101SOBSVDRHLX,0.0,0.0
A101SR1ACBZAJ,0.0,0.0
A101SRDOEOT1ZX,0.0,0.0
A101SU4S3NZEL3,0.0,0.0
A101SX3Z8XTHFW,0.0,0.0
A101SXTH4Q9S8B,0.0,0.0
A101SYFLM1I1HR,0.0,0.0
A101T3DJDVDREY,0.0,0.0
A101T4EKQ3BIG5,0.0,0.0
A101T507ND0ANC,0.0,0.0
A101T8XNZA6QOJ,0.0,0.0
A101T9VMUF2M6I,0.0,0.0
A101TBGUXYX5RK,0.0,0.0
A101TBHJS4234E,0.0,0.0
A101TCRR5JJ970,0.0,0.0
A101TDHQTQQAU9,0.0,0.0
A101TE32QP2L56,0.0,0.0
A101TFQ4FP8N1N,0.0,0.0
A101TGX3FBP2DK,0.0,0.0
A101TIPOC62S6A,0.0,0.0
A101TJ0H9WU6MK,0.0,0.0
A101TKDQB8Q1FP,0.0,0.0
A101TL5GHV5R7H,0.0,0.0
A101TPIG151800,0.0,0.0
A101TPL68ZH4ZI,0.0,0.0
A101TQP24DUL6T,0.0,0.0
A101TSBSG1B8DE,0.0,0.0
A101TY8HY9CZ3S,0.0,0.0
A101TZFL5HWMC2,0.0,0.0
A101TZZAA3UG21,0.0,0.0
A101U1096S0Z5M,0.0,0.0
A101U1GU5ZF2XX,0.0,0.0
A101U1K1SR8AJE,0.0,0.0
A101U1V3C1M823,0.0,0.0
A101U5GMKV7HF7,0.0,0.0
A101U72MVXA6CR,0.0,0.0
A101U8H6LHGUF5,0.0,0.0
A101UAOPQHCD2X,0.0,0.0
A101UDP4Y5EX8U,0.0,0.0
A101UF9YM4R4KW,0.0,0.0
A101UFFTFV4KFD,0.0,0.0
A101UFNGSIEQCM,0.0,0.0
A101UHZU7X6VMF,0.0,0.0
A101ULAZQA1YAH,0.0,0.0
A101UMY5QNK67V,0.0,0.0
A101UPLI45LNM4,0.0,0.0
A101UXXUO8TT9Q,0.0,0.0
A101V35CMOKX6S,0.0,0.0
A101V79JAUKVOJ,0.0,0.0
A101V7OSIWKNHB,0.0,0.0
A101V8PBB5T4Z8,0.0,0.0
A101VCLXUC4TQH,0.0,0.0
A101VLM1TCU0C3,0.0,0.0
A101VMFQNW2ETO,0.0,0.0
A101VP9AN0B36,0.0,0.0
A101VPE9BY2210,0.0,0.0
A101VPFGXF1Y7Y,0.0,0.0
A101VPJZBMAS5V,0.0,0.0
A101VQ2WN7ACX2,0.0,0.0
A101VQ7OGKIRGA,0.0,0.0
A101VR21DXSWB6,0.0,0.0
A101VRBUMTZ5KB,0.0,0.0
A101VRNDER00QL,0.0,0.0
A101VSDZ6T9OCI,0.0,0.0
A101VSEK32Y02M,0.0,0.0
A101VSPH78P5VH,0.0,0.0
A101VZ4W2LJN1G,0.0,0.0
A101W06F5P3OE8,0.0,0.0
A101W0CWYQCTIJ,0.0,0.0
A101W1SYN8XU9B,0.0,0.0
A101W2LPFIMC0K,0.0,0.0
A101W59H2NCJ8F,0.0,0.0
A101W8X23GIQGD,0.0,0.0
A101WBVB2RY9PX,0.0,0.0
A101WBZBNDN2T7,0.0,0.0
A101WCYROOHX9V,0.0,0.0
A101WDYO0R3LPC,0.0,0.0
A101WF3JQTU7K3,0.0,0.0
